title,year,creator,tags,summary,url,thumbnail
"""Arrival of immigrants, Ellis Island"" (1906) cinematographer Billy Bitzer",1906,,Billy Bitzer | silent film | silent movie stars | free classic film | old movies | silent film streaming | silent era | archive films,This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER…,https://archive.org/details/ArrivalOfImmigrants,https://archive.org/services/img/ArrivalOfImmigrants
City Without Men,1943,B.P. Schulberg,Drama,"A young woman's husband has been imprisoned for a crime he didn't commit. In order to be near him to try to help him get his sentence overturned, she moves into a boardinghouse near the prison whose residents are the wives of inmates.",https://archive.org/details/CityWithoutMen,https://archive.org/services/img/CityWithoutMen
Messiah Of Evil,,,Messiah of Evil,This film has fallen into the Public Domain.,https://archive.org/details/MessiahOfEvil_20150902,https://archive.org/services/img/MessiahOfEvil_20150902
STORM IN A TEACUP video quality upgrade,,Victor Saville,comedies | political comedies | romantic comedies | Scotland | bi-elections | Rex Harrison | Vivien Leigh | Cecil Parker,"This print is uncropped and much sharper than the existing IA copy. An A-feature British comedy in which a Scottish bi-election goes wildly off the rails and literally to the dogs. Its excellent cast is led by Vivien Leigh, Rex Harrison…",https://archive.org/details/StormInATeacupVideoQualityUpgrade,https://archive.org/services/img/StormInATeacupVideoQualityUpgrade
Back Stage Our Gang Silent 1923,,,Our Gang | Silent film | Back Stage | 1923,Plot: The gang has created a donkey-powered double-decker bus over the foundation of an old car. Ernie rides the donkey inside the conveyance and signals to Farina to open a feedbox to get the thing going. A feather duster is used to get…,https://archive.org/details/BackStageOurGangSilent1923,https://archive.org/services/img/BackStageOurGangSilent1923
BOOTLEGGER'S DRIVE-IN SATURDAY NIGHT: WAR OF THE SATELLITES & VOYAGE TO THE PREHISTORIC PLANET,,,sci-fi | Corman | drive-in | DVD | feature films,"A COMPLETE DVD. Features a custom menu with poster art from one of the movies overlayed with drive-in style audio. Making your DVD is real easy: Download the zipped folder, open it, and extract the VIDEO_TS folder and burn to disc, that's…",https://archive.org/details/WARSATELLITESVOYAGEPREHISTORICPLANET,https://archive.org/services/img/WARSATELLITESVOYAGEPREHISTORICPLANET
La Dentellière,1977,Claude Goretta,film français | Comédie dramatique | Dramatic comedy | drame | drama | adaptation | movie | français,"La Dentellière La Dentellière est un film franco-suisse réalisé par Claude Goretta et sorti en 1977. Il est inspiré du roman éponyme de Pascal Lainé qui reçut le prix Goncourt en 1974. Béatrice, 18 ans, est apprentie dans un salon de…",https://archive.org/details/la-dentelliere,https://archive.org/services/img/la-dentelliere
"Wager Of Love - Shelly Johnson, Linda Richardson",1990,,Wager Of Love | Cinemax | Shelly Johnson | Linda Richardson,Cinemax broadcast,https://archive.org/details/wager-of-love-1990,https://archive.org/services/img/wager-of-love-1990
REVISED-Shocker Internet Drive In Week 7 REDO - Vampires,,,drive in | vampire | Dracula | Hammer | horror | sci-fi,"Since it was decided that the ""Incredible Two Headed Transplant"" was copyrighted and my previous version of Week 7 was deleted, I took some advice and created a new presentation. This new feature is a mini vampire festival. It has ""Grave…",https://archive.org/details/Revised-shockerInternetDriveInWeek7Redo-Vampires,https://archive.org/services/img/Revised-shockerInternetDriveInWeek7Redo-Vampires
"Petticoat Junction ""A Night at the Hooterville Hilton""",1963,Dick Wesson,Classic TV | Petticoat Junction,This is Episode 13 Season 1 (17 December 1963) Music altered for copyright reasons. imdb page,https://archive.org/details/PJ_HootervilleHilton,https://archive.org/services/img/PJ_HootervilleHilton
Cleopatra (1917),1917,,Cleopatra | Egypt | God Rock Radio,PRESS RELEASE:' New Fragment of legendary 'lost' film CLEOPATRA (1917) Found in Coney Island. The hosts (Jack Garcia & Rev. Hal Shaw) of the popular alternative media program God Rock Radio stumbled across the historical clip at a local…,https://archive.org/details/Cleopatra1917,https://archive.org/services/img/Cleopatra1917
"""Cinderella"" (1911) starring Florence La Badie",1911,,Florence La Badie | Thanhouser Company | silent film | silent movie stars | free classic film | old movies | silent film streaming | silent era,This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER…,https://archive.org/details/Cinderella1911,https://archive.org/services/img/Cinderella1911
The Lucifer Complex,1978,,Robert Vaughn | Sci-Fi | Independent Film,From IMDB: An intelligence agent discovers a Nazi plot to revive the Third Reich by using clones.,https://archive.org/details/LuciferComplex,https://archive.org/services/img/LuciferComplex
Lightning Carson Rides Again,1938,,,You can find more information regarding this film on its IMDb page,https://archive.org/details/lightning_canson_rides_again,https://archive.org/services/img/lightning_canson_rides_again
"""The Navigator"" (1924) starring Buster Keaton",1924,,Buster Keaton | silent film | silent movie stars | free classic film | old movies | silent film streaming | silent era | archive films,This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER…,https://archive.org/details/mymovie_202004,https://archive.org/services/img/mymovie_202004
Lucky Terror,1936,Walter Futter,Western | Hoot Gibson,A sharpshooter (Hoot Gibson) in a traveling sideshow is falsely accused of murdering a local miner.,https://archive.org/details/LuckyTerror,https://archive.org/services/img/LuckyTerror
Western Cyclone,1943,Sigmund Neufeld,Western | Billy the kid | Buster Crabbe,"Randall (Glenn Strange) is trying to get the Governor (Karl Hackett) impeached so he can take over control of the state. Knowing the Governor and Billy (Buster Crabbe) are good friends, he has Billy framed for murder. Fuzzy (Al St. John)…",https://archive.org/details/westerncyclone,https://archive.org/services/img/westerncyclone
Beautiful Clothes (Make Beautiful Girls),1942,Sam Coslow,Comedy | Musical | Short,Harry Langdon lip syncs the title song and interacts with models. IMDb Page,https://archive.org/details/Beautiful_Clothes,https://archive.org/services/img/Beautiful_Clothes
"Buster Keaton's ""The Haunted House"" (1921)",1921,,Buster Keaton | Joe Roberts | Virginia Fox | Joseph Schenck | Eddie Cline | silent film | silent movie stars | free classic film,This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER…,https://archive.org/details/myfilm_202001,https://archive.org/services/img/myfilm_202001
The Mummy's Hand (1940),1940,Christy Cabanne,Christy Cabanne | adventure | fantasy | horror | Universal Legacy Collection,"In Cairo, archaeologist Steve Banning (Dick Foran) unearths a vase that he believes could lead him to the ancient tomb of Princess Ananka. Unknown to Steve, his colleague, Professor Andoheb (George Zucco), is also the High Priest of Karnac…",https://archive.org/details/the-mummys-hand,https://archive.org/services/img/the-mummys-hand
Adventures of Dr Fu Manchu S1E11,1956,Republic Pictures,Classic TV | Fu Manchu | Sax Rohmer | Republic Television,The Adventures of Dr Fu Manchu Series 1 Episode 11 - The Masterplan of Fu Manchu CAST Glen Gordon - Dr. Fu Manchu Lester Matthews - Sir Dennis Nayland Smith Clark Howat - Dr. John Petrie Carla Balenda - Betty Leonard,https://archive.org/details/AdventuresOfDrFuManchuS1e11,https://archive.org/services/img/AdventuresOfDrFuManchuS1e11
CREATURE FEATURES 2 AT THE BIJOU (double feature),,The 2am Theater,2am Theater | double feature | creature features | dinosaurs | grasshoppers | London | England | Chicago,Ah those amazing days of yore with monster bugs the makers of Raid could only dream about and city-stomping Godzilla ripoffs wreaking havoc everywhere. Both are part of tonight’s Bijou spectacular. The evening of creature catastrophes…,https://archive.org/details/creaturefeatures2atthebijoudoublefeature,https://archive.org/services/img/creaturefeatures2atthebijoudoublefeature
1989 Essen 223 (Community film),1989,Lutz Mommartz and the Filmklasse Münster,Lutz Mommartz | German experimental Cinema | Filmklasse Münster | Joern Hintzer | Andreas Köpnick | Die Filmklasse Münster,"Filmklasse Münster, Community film Each participant received a local transport week-ticket for the cinematic exploration of the Ruhr Area / Germany with the results: Dortmund Hoesch by Julian Poensgen Gelsenkirchen-Rotthausen by Hubertus…",https://archive.org/details/1989Essen2232636FilmklasseSelbstndig,https://archive.org/services/img/1989Essen2232636FilmklasseSelbstndig
"The Bishop's Wife 1947 colorized (David Niven, Loretta Young, Cary Grant)",1947,The Samuel Goldwyn Company,feature film | family | christmas | colorized,"An Episcopal bishop (David Niven) has been working for months to raise money for an elaborate new cathedral, but is losing sight of his family and of why he became a churchman in the first place. His prayer leads to an angel (Cary Grant)…",https://archive.org/details/bishops-wife-1947,https://archive.org/services/img/bishops-wife-1947
Jesse James at Bay,1941,,Jesse James | Roy Rogers | western,Jesse James' double is pillaging the countryside.,https://archive.org/details/Jesse_James_at_Bay_1941,https://archive.org/services/img/Jesse_James_at_Bay_1941
"Shocker Internet Drive In Week 9 - ""Horror Head"" Double Feature",,,brain that wouldn't die | the head | horror | sci-fi | drive in,"Even though one of our past features was removed because someone after the fact determined that a movie was still copyrighted even though it was posted elsewhere on the archive, we will not be sidetracked! This week, we strongly suggest…",https://archive.org/details/ShockerInternetDriveInWeek9-horrorHeadDoubleFeature,https://archive.org/services/img/ShockerInternetDriveInWeek9-horrorHeadDoubleFeature
Le théâtre électrique de Bob,,Segundo de Chomón,Gen X | Segundo de Chomón | Silent Film | Short Film | Comedy | Animation | Stop-Motion,"Three young children set up a table, and on the table is placed a miniature stage. The stage curtain opens, a carpet appears, and then the carpet unrolls by itself. Two puppet figures then come out and begin to perform a series of…",https://archive.org/details/LeThtrelectriqueDeBob,https://archive.org/services/img/LeThtrelectriqueDeBob
Night of Terror,,Bryan Foy (uncredited),mysteries | horror | whodunits | old dark house | Bela Lugosi | Sally Blane | Wallace Ford | Tully Marshall,"“Great late night thriller” “Better than its reputation” “Cult classic” “Silly but enjoyable” “So bad it’s good” (IMDB reviews quotes). An outrageous old dark house mystery/horror with Bela Lugosi, a wacky plot and a satisfyingly large…",https://archive.org/details/NightOfTerror,https://archive.org/services/img/NightOfTerror
Macbeth Sean Connery,,nosesilo,Macbeth | Sean Connery | Shakespeare | Zoe Caldwell | William Shakespeare,"1961 directed by Paul Almond starring Sean Connery as Macbeth, Zoe Caldwell as Lady Macbeth, William Needles as Banquo, Ted Follows as Macduff, Robin Gammell as Malcolm, Sharon Acker as Lady Macduff, Bernard Behrens as Lennox, Raymond…",https://archive.org/details/MacbethSeanConneryAppleTV.mp4,https://archive.org/services/img/MacbethSeanConneryAppleTV.mp4
Rollin' Plains,1938,Edward Finney,Western | Tex Ritter,Tex Ritter plays a Texas Ranger who comes to the aid of a group of cattlemen who've found themselves in the middle of a vicious land war with ruthless sheep farmers and of one landowner in particular who finds himself framed for murder by…,https://archive.org/details/RollinPlains,https://archive.org/services/img/RollinPlains
Gulliver's Travels,1939,Fleischer Studios,Adventure | Animation | Comedy | Family | Fantasy | Musical | Romance,"Title: Gulliver's Travels Summary: A doctor washes ashore on an island inhabited by little people. Directed by: Dave Fleischer Actors: Jessica Dragonette, Lanny Ross, Pinto Colvig Production Company: Fleischer Studios Release Date: 22…",https://archive.org/details/GulliversTravels720p1939,https://archive.org/services/img/GulliversTravels720p1939
